Record ID,Policy Number,Driver ID,Vehicle ID,Vehicle Model Year,Location ID,Premium
33496,1022352,2220153,37,2006,355,313
33498,1023258,46012,75,2006,56,308
33515,1026015,120112,33,2006,344,318
33527,1027946,2216312,49,2006,98,350
33532,1028417,2219357,35,2006,270,284
33539,1029604,2218873,47,2006,430,387
33540,1029621,140563,74,2006,485,284
33546,1004084,45489,52,2006,316,216
33568,1001687,2218997,44,2006,398,278
33587,1008946,144558,59,2006,263,173
33598,1013901,2219622,75,2006,316,319
33614,1019118,2218924,63,2006,349,353
33626,1023607,2217326,41,2006,293,327
33627,1024058,48068,59,2006,350,315
33660,1002208,2220243,71,2006,363,219
33672,1003417,2220769,7,2006,153,250
33692,1006422,46547,15,2006,127,233
33704,1007665,115539,72,2006,527,409
33715,1010337,2217372,86,2006,39,373
33719,1011212,2217446,76,2006,439,312
33730,1013488,2219812,47,2006,351,407
33734,1014256,49406,80,2006,511,215
33745,1015063,49403,63,2006,390,169
33747,1015487,128323,37,2006,334,342
33767,1018286,2219930,44,2006,175,193
33769,1018563,2216857,82,2006,353,271
33775,1019188,46577,52,2006,171,377
33776,1019482,48935,54,2006,541,293
33780,1020090,131995,61,2006,297,327
33801,1022971,2217847,50,2006,313,245
33802,1023039,47206,78,2006,321,285
33812,1024012,45455,49,2006,112,274
33813,1024177,2220400,28,2006,214,356
33818,1025040,2218902,78,2006,154,330
33841,1029208,45334,51,2006,326,275
33851,1002289,46474,56,2006,532,386
33856,1008519,2216116,29,2006,261,208
33861,1015563,2217106,20,2006,344,302
33888,1004377,48622,80,2006,233,301
33889,1004672,48889,75,2006,537,210
33917,1011859,2216105,62,2006,564,255
33922,1013433,2217619,74,2006,466,244
33923,1013502,2217444,60,2006,548,313
33931,1015122,49134,53,2006,163,209
33937,1016217,128272,51,2006,104,327
33969,1028420,46171,76,2006,588,350
33984,1001490,138914,3,2006,234,282
33993,1002642,49524,87,2006,82,296
34010,1004788,2219209,9,2006,326,255
34012,1005156,2216633,69,2006,390,246
34017,1006190,48617,53,2006,530,322
34025,1006660,2215621,80,2006,16,293
34033,1008033,2218970,81,2006,454,358
34045,1011202,47175,44,2006,423,305
34064,1013230,128374,54,2006,309,236
34072,1013989,2217110,52,2006,555,393
34077,1015331,2219604,42,2006,8,357
34083,1016640,2220187,79,2006,529,315
34108,1020691,2219780,29,2006,249,370
34123,1022683,47277,54,2006,249,274
34129,1023742,2219381,77,2006,388,214
34136,1025450,46755,69,2006,252,333
34140,1026239,2218762,66,2006,349,262
34152,1028259,46808,37,2006,57,288
34161,1005924,125875,63,2006,89,371
34173,1027674,49537,79,2006,553,255
34201,1009121,2215446,59,2006,554,275
34203,1009446,48454,58,2006,174,301
34208,1010772,2216779,45,2006,364,277
34213,1013184,2218687,56,2006,223,220
34219,1016282,117868,64,2006,338,213
34222,1017116,46197,54,2006,185,323
34226,1017992,2218276,65,2006,521,211
34227,1018004,45939,80,2006,44,360
34229,1018626,47218,85,2006,412,285
34235,1019768,130754,72,2006,455,228
34250,1023898,2216402,67,2006,204,187
34263,1026550,2216828,7,2006,188,225
34275,1029494,2218147,73,2006,315,436
34291,1002271,2219868,61,2006,11,312
34316,1004714,2218226,49,2006,215,334
34334,1007889,2219845,20,2006,200,268
34338,1008443,49320,55,2006,12,284
34339,1008809,2217537,75,2006,136,359
34340,1009011,2219315,72,2006,273,296
34361,1012609,2218949,75,2006,406,353
34381,1015367,129615,34,2006,153,243
34383,1015455,144218,32,2006,236,285
34384,1015537,2218438,28,2006,298,338
34389,1016306,45864,81,2006,176,295
34394,1016761,128238,77,2006,522,256
34408,1018661,2218791,65,2006,588,223
34427,1020674,49373,71,2006,23,266
34429,1020850,124906,35,2006,348,340
34430,1020935,2218780,59,2006,116,319
34437,1022183,2218346,11,2006,415,276
34466,1026321,2218641,8,2006,361,281
34470,1026741,2219511,38,2006,434,222
34483,1028229,2216057,34,2006,80,226
34491,1029618,2217832,73,2006,133,315
34495,1004529,2218987,60,2006,35,201
34501,1014875,45846,58,2006,587,218
34503,1018960,132046,61,2006,590,224
34509,1027681,45861,77,2006,463,401
34511,1028835,45856,82,2006,35,333
34517,1000316,130329,65,2006,42,305
34544,1008695,2217043,80,2006,395,340
34551,1009965,47501,70,2006,557,340
34569,1016741,2216947,80,2006,446,245
34576,1018656,2218504,35,2006,415,308
34583,1020020,46030,73,2006,168,365
34592,1021359,45356,22,2006,1,360
34596,1022392,2218497,68,2006,43,182
34602,1023357,2219770,60,2006,540,362
34613,1029105,2217156,20,2006,145,230
34615,1029658,45916,30,2006,395,245
34637,1002453,47587,85,2006,296,310
34642,1003326,48708,75,2006,83,291
34655,1005684,142994,58,2006,269,232
34656,1005962,121200,75,2006,214,328
34672,1008560,116933,23,2006,149,261
34692,1013001,47682,65,2006,180,312
34699,1014231,2218107,35,2006,303,394
34713,1015881,48856,65,2006,71,466
34714,1015987,2220051,59,2006,478,297
34718,1016822,2217343,49,2006,89,280
34724,1017598,48942,49,2006,304,149
34756,1022500,2216404,85,2006,160,276
34786,1026401,2218248,82,2006,100,349
34794,1027461,134528,60,2006,312,254
34804,1028758,130397,58,2006,233,273
34808,1029549,2220116,43,2006,297,281
34821,1015843,45726,48,2006,175,406
34843,1004624,2216636,59,2006,530,237
34848,1005639,2216708,80,2006,194,269
34849,1005656,46336,40,2006,423,367
34870,1012020,2217365,57,2006,356,264
34885,1015020,48860,64,2006,484,353
34901,1020178,49377,36,2006,61,230
34909,1020836,46445,67,2006,336,219
34916,1022192,2217168,85,2006,3,365
34935,1027281,139067,77,2006,118,361
34951,1001134,46293,77,2006,46,366
34954,1001442,2218234,52,2006,232,246
34958,1001887,48239,74,2006,479,400
34980,1005203,48469,26,2006,225,293
34984,1005851,127337,24,2006,394,237
34987,1006572,47699,23,2006,261,279
34991,1006976,2217048,71,2006,546,257
34997,1007635,2216624,81,2006,421,318
35000,1008167,2216533,17,2006,434,268
35022,1011786,2220331,82,2006,494,208
35036,1014100,130992,34,2006,262,283
35044,1015258,2220052,11,2006,24,233
35055,1017626,2216493,60,2006,531,375
35061,1018829,115046,44,2006,419,178
35062,1018850,120503,81,2006,28,466
35071,1019504,2218663,62,2006,375,257
35086,1021531,2219039,72,2006,542,217
35092,1022563,2219909,10,2006,435,303
35093,1022620,47866,16,2006,369,219
35098,1023111,2217330,28,2006,418,306
35102,1023622,49362,50,2006,457,248
35117,1025814,48916,1,2006,174,260
35118,1026006,2217323,40,2006,384,306
35149,1029914,132913,70,2006,122,345
35167,1000169,2219745,61,2006,284,247
35190,1007745,140087,72,2006,173,291
35209,1010803,2217448,8,2006,245,294
35211,1011699,48095,22,2006,340,237
35222,1014407,2217787,65,2006,559,182
35223,1014796,2218680,80,2006,190,260
35228,1015514,45805,49,2006,28,172
35283,1029633,49258,56,2006,531,292
35301,1002649,48179,76,2006,534,221
35320,1006297,47700,86,2006,312,328
35322,1006699,46658,73,2006,252,365
35323,1006710,2217974,54,2006,477,300
35348,1011461,48284,16,2006,331,312
35349,1011623,2216517,84,2006,41,287
35350,1011703,2219646,64,2006,195,252
35377,1015305,47743,79,2006,273,292
35380,1016327,2218364,65,2006,173,168
35387,1016890,49207,44,2006,250,277
35388,1017113,45991,37,2006,361,307
35394,1018485,46311,83,2006,1,342
35405,1020336,2220159,4,2006,280,233
35418,1022843,2220675,53,2006,446,203
35422,1023301,46437,46,2006,398,321
35423,1023304,2218771,34,2006,291,205
35426,1023854,2219260,53,2006,188,246
35440,1026782,47454,13,2006,188,228
35455,1029967,2218871,87,2006,326,274
35462,1010097,48682,1,2006,35,233
35471,1019952,45762,43,2006,113,328
35474,1026377,45657,8,2006,167,302
35478,1000054,49606,52,2006,485,159
35492,1005418,48467,17,2006,53,246
35508,1010778,49051,25,2006,9,232
35517,1014859,2217786,76,2006,398,303
35527,1018848,2218788,11,2006,257,226
35539,1021953,48741,48,2006,555,303
35547,1024238,143555,50,2006,67,309
35558,1028616,133032,61,2006,280,308
8,1022890,25890,10,2007,57,245
21,1003074,6074,85,2007,166,332
25,1004851,7851,73,2007,408,242
26,1005010,8010,37,2007,427,271
34,1007130,10130,68,2007,473,309
35,1007240,10240,55,2007,318,279
43,1009902,12902,28,2007,310,209
53,1015219,18219,29,2007,88,275
60,1017773,20773,69,2007,52,339
67,1019127,22127,71,2007,244,174
85,1023523,26523,75,2007,522,278
86,1023756,26756,28,2007,158,209
88,1023968,26968,40,2007,73,178
98,1027465,30465,63,2007,80,292
101,1027994,30994,55,2007,13,283
107,1029617,32617,57,2007,411,231
131,1002725,5725,69,2007,318,195
132,1003047,6047,81,2007,162,252
136,1003545,6545,81,2007,134,231
137,1003876,6876,10,2007,96,257
138,1004018,7018,37,2007,155,151
153,1005173,8173,74,2007,543,435
156,1005416,8416,83,2007,93,281
158,1005654,8654,80,2007,525,193
167,1006516,9516,75,2007,590,249
170,1006828,9828,45,2007,345,461
182,1008276,11276,77,2007,600,194
184,1008529,11529,52,2007,302,245
199,1009670,12670,51,2007,463,235
209,1010264,13264,28,2007,324,313
212,1010416,13416,9,2007,138,368
223,1012275,15275,69,2007,252,233
243,1014160,17160,75,2007,255,296
245,1014300,17300,54,2007,318,344
261,1016039,19039,69,2007,568,199
264,1016293,19293,33,2007,363,319
278,1017375,20375,57,2007,349,238
290,1018230,21230,43,2007,326,273
298,1018732,21732,87,2007,43,190
326,1021280,24280,10,2007,296,272
332,1022040,25040,64,2007,223,347
333,1022085,25085,64,2007,461,232
336,1022165,25165,47,2007,15,301
359,1024162,27162,54,2007,464,318
362,1024402,27402,46,2007,297,339
364,1024432,27432,84,2007,417,311
365,1024441,27441,39,2007,195,293
378,1025098,28098,67,2007,527,182
382,1025456,28456,85,2007,328,318
394,1026361,29361,75,2007,86,350
397,1026491,29491,12,2007,250,268
404,1027358,30358,65,2007,468,343
408,1027693,30693,61,2007,17,301
412,1028106,31106,22,2007,347,170
420,1029011,32011,50,2007,505,221
427,1029719,32719,62,2007,318,335
428,1029725,32725,37,2007,97,294
429,1029827,32827,39,2007,406,295
434,1005107,8107,71,2007,150,448
435,1006043,9043,31,2007,259,229
444,1002871,5871,11,2007,214,358
461,1007922,10922,21,2007,25,248
462,1008104,11104,5,2007,119,254
480,1014488,17488,78,2007,528,182
494,1018823,21823,38,2007,430,148
508,1024862,27862,7,2007,90,313
512,1025501,28501,52,2007,290,331
527,1000320,3320,49,2007,161,182
536,1001343,4343,76,2007,256,396
552,1003087,6087,35,2007,299,256
554,1003370,6370,75,2007,247,277
559,1003655,6655,75,2007,121,292
565,1004053,7053,53,2007,42,286
569,1004448,7448,40,2007,46,281
571,1004712,7712,61,2007,20,257
582,1005944,8944,77,2007,215,183
594,1006995,9995,66,2007,533,229
644,1011358,14358,75,2007,288,351
651,1012216,15216,58,2007,134,156
653,1012380,15380,59,2007,368,191
663,1013061,16061,79,2007,117,341
667,1013457,16457,62,2007,260,373
679,1014697,17697,5,2007,411,236
680,1015013,18013,62,2007,48,268
683,1015193,18193,62,2007,555,275
694,1016435,19435,56,2007,524,289
699,1017061,20061,23,2007,244,245
712,1018182,21182,43,2007,319,233
713,1018206,21206,68,2007,517,148
729,1019876,22876,50,2007,319,230
734,1020198,23198,20,2007,429,243
739,1021054,24054,69,2007,188,273
743,1021564,24564,50,2007,38,316
747,1021909,24909,65,2007,454,228
748,1021917,24917,48,2007,177,417
753,1022253,25253,70,2007,137,392
755,1022345,25345,75,2007,274,226
767,1023042,26042,77,2007,490,471
775,1023878,26878,52,2007,454,252
783,1024691,27691,68,2007,544,277
785,1024749,27749,21,2007,315,327
792,1025451,28451,47,2007,250,277
801,1026074,29074,56,2007,49,235
802,1026230,29230,53,2007,42,221
803,1026289,29289,53,2007,170,275
810,1026817,29817,59,2007,127,253
812,1026959,29959,62,2007,458,191
816,1027831,30831,55,2007,205,279
820,1028100,31100,41,2007,286,370
826,1028377,31377,64,2007,553,266
835,1029453,32453,49,2007,584,307
863,1003301,6301,84,2007,216,322
864,1003382,6382,77,2007,124,303
894,1016737,19737,74,2007,340,235
897,1016920,19920,20,2007,292,269
903,1017426,20426,55,2007,595,292
907,1018337,21337,43,2007,303,328
908,1019565,22565,43,2007,52,214
920,1025589,28589,59,2007,556,230
936,1000292,3292,81,2007,389,308
942,1001100,4100,38,2007,30,415
954,1002042,5042,55,2007,322,247
964,1002726,5726,54,2007,215,301
970,1003835,6835,81,2007,471,374
997,1005516,8516,45,2007,394,247
1016,1006830,9830,62,2007,373,181
1023,1007623,10623,83,2007,289,367
1030,1008558,11558,76,2007,433,355
1040,1009337,12337,60,2007,584,246
1048,1010349,13349,10,2007,179,279
1052,1010564,13564,47,2007,80,295
1054,1010704,13704,77,2007,292,226
1055,1011047,14047,61,2007,247,346
1058,1011270,14270,49,2007,326,262
1077,1012524,15524,61,2007,568,361
1079,1012719,15719,14,2007,436,152
1098,1014238,17238,66,2007,401,271
1101,1014325,17325,61,2007,503,308
1112,1015444,18444,7,2007,20,286
1114,1015975,18975,52,2007,246,325
1117,1016301,19301,57,2007,196,226
1121,1016503,19503,60,2007,119,283
1128,1017101,20101,67,2007,146,314
1143,1018313,21313,72,2007,88,191
1152,1019062,22062,54,2007,232,299
1153,1019133,22133,76,2007,358,288
1168,1020699,23699,58,2007,206,270
1183,1022269,25269,78,2007,259,307
1193,1022889,25889,49,2007,482,268
1194,1022995,25995,63,2007,491,222
1196,1023198,26198,61,2007,562,351
1208,1024089,27089,70,2007,66,264
1209,1024224,27224,76,2007,175,232
1213,1024616,27616,6,2007,153,326
1220,1025276,28276,81,2007,69,250
1235,1026145,29145,67,2007,104,243
1241,1026415,29415,61,2007,439,246
1262,1028704,31704,56,2007,146,245
1267,1029077,32077,21,2007,27,214
1273,1029786,32786,28,2007,323,178
1277,1013266,16266,50,2007,262,269
1278,1015597,18597,29,2007,183,249
1282,1025686,28686,35,2007,230,293
1306,1011161,14161,86,2007,258,301
1307,1011664,14664,48,2007,71,258
1308,1012109,15109,78,2007,450,264
1319,1016096,19096,29,2007,186,314
1325,1017704,20704,80,2007,225,266
1333,1019429,22429,10,2007,321,298
1335,1020251,23251,54,2007,377,245
1343,1024071,27071,87,2007,128,314
1365,1000432,3432,31,2007,65,239
1394,1002280,5280,7,2007,263,187
1397,1002394,5394,70,2007,153,272
1418,1003884,6884,62,2007,195,444
1422,1004185,7185,81,2007,358,181
1425,1004587,7587,72,2007,319,245
1426,1004590,7590,58,2007,139,335
1454,1008198,11198,71,2007,173,312
1472,1010374,13374,42,2007,109,293
1475,1010531,13531,14,2007,270,293
1476,1010562,13562,85,2007,83,348
1479,1010848,13848,67,2007,458,314
1480,1011103,14103,55,2007,195,329
1493,1012354,15354,67,2007,16,255
1494,1012386,15386,77,2007,440,231
1496,1012560,15560,29,2007,9,226
1500,1013106,16106,67,2007,256,241
1514,1014349,17349,84,2007,29,257
1520,1014933,17933,53,2007,471,337
1547,1017544,20544,17,2007,221,228
1548,1017708,20708,57,2007,380,271
1551,1018036,21036,2,2007,321,308
1569,1019748,22748,29,2007,3,328
1575,1020655,23655,35,2007,421,283
1594,1022284,25284,16,2007,345,233
1596,1022291,25291,63,2007,204,225
1598,1022410,25410,77,2007,256,343
1600,1022671,25671,11,2007,23,301
1603,1023084,26084,73,2007,100,359
1605,1023329,26329,22,2007,114,229
1612,1025403,28403,63,2007,316,266
1616,1025752,28752,46,2007,437,405
1618,1026171,29171,37,2007,437,251
1628,1027397,30397,31,2007,148,259
1629,1027450,30450,41,2007,283,244
1630,1027526,30526,78,2007,513,176
1632,1027752,30752,10,2007,216,343
1635,1028152,31152,57,2007,522,259
1636,1028274,31274,12,2007,418,281
1647,1029805,32805,27,2007,168,227
1666,1002407,5407,82,2007,594,227
1682,1004962,7962,55,2007,189,160
1685,1005558,8558,69,2007,93,382
1692,1006129,9129,29,2007,321,260
1703,1008647,11647,82,2007,592,356
1705,1009552,12552,54,2007,572,287
1722,1014260,17260,54,2007,150,233
1727,1016265,19265,72,2007,149,192
1742,1022324,25324,48,2007,349,259
1765,1000294,3294,86,2007,288,393
1766,1000346,3346,78,2007,348,272
1767,1000362,3362,76,2007,61,300
1769,1000886,3886,80,2007,475,404
1777,1001932,4932,52,2007,256,316
1779,1002345,5345,68,2007,555,262
1803,1004399,7399,41,2007,315,200
1806,1004654,7654,73,2007,579,303
1822,1006037,9037,13,2007,297,210
1824,1006230,9230,62,2007,564,229
1842,1007582,10582,64,2007,130,230
1857,1009517,12517,74,2007,150,334
1862,1009684,12684,50,2007,180,247
1864,1009731,12731,53,2007,21,282
1872,1011152,14152,69,2007,246,289
1875,1011301,14301,69,2007,126,376
1895,1013032,16032,30,2007,388,191
1899,1013257,16257,65,2007,453,272
1910,1014398,17398,73,2007,536,238
1935,1016529,19529,79,2007,214,292
1943,1017398,20398,80,2007,85,308
1948,1018308,21308,58,2007,9,192
1958,1019269,22269,81,2007,387,294
1960,1019339,22339,28,2007,290,332
1967,1020014,23014,86,2007,352,339
1975,1020861,23861,20,2007,140,279
1989,1022256,25256,38,2007,38,260
1995,1023162,26162,72,2007,115,336
2016,1024758,27758,2,2007,61,349
2037,1026175,29175,81,2007,265,224
2038,1026177,29177,48,2007,410,254
2044,1027075,30075,60,2007,521,236
2053,1028191,31191,5,2007,8,225
2054,1028301,31301,4,2007,82,283
2057,1028654,31654,75,2007,61,317
2071,1029392,32392,62,2007,558,249
2076,1009366,12366,63,2007,194,296
2080,1025915,28915,49,2007,309,234
2083,1000627,3627,32,2007,310,250
2089,1002523,5523,58,2007,302,253
2096,1004648,7648,54,2007,460,231
2098,1005328,8328,79,2007,108,386
2100,1005660,8660,56,2007,368,316
2113,1011132,14132,65,2007,283,277
2119,1013696,16696,53,2007,524,369
2131,1016887,19887,21,2007,161,208
2138,1020378,23378,32,2007,94,179
2145,1022858,25858,59,2007,534,221
2147,1024260,27260,77,2007,300,235
2162,1029080,32080,72,2007,480,197
2201,1003608,6608,46,2007,351,424
2206,1003859,6859,64,2007,220,209
2219,1004951,7951,38,2007,67,281
2236,1006101,9101,67,2007,564,316
2260,1007519,10519,20,2007,183,204
2263,1007957,10957,67,2007,400,198
2276,1009060,12060,87,2007,69,273
2279,1009283,12283,44,2007,31,224
2312,1012442,15442,11,2007,262,271
2316,1012582,15582,80,2007,371,201
2322,1013147,16147,64,2007,446,211
2328,1013390,16390,20,2007,220,383
2345,1014577,17577,55,2007,152,280
2363,1016505,19505,68,2007,562,296
2367,1016829,19829,59,2007,389,285
2369,1017410,20410,71,2007,244,369
2382,1018625,21625,68,2007,358,310
2393,1019171,22171,46,2007,256,280
2396,1019548,22548,52,2007,546,140
2397,1019784,22784,82,2007,154,249
2417,1022018,25018,43,2007,162,294
2421,1022198,25198,37,2007,278,203
2424,1022532,25532,86,2007,138,251
2439,1023947,26947,58,2007,32,245
2445,1024429,27429,53,2007,599,299
2465,1026348,29348,44,2007,311,251
2474,1026839,29839,28,2007,150,314
2477,1027108,30108,28,2007,361,312
2486,1027780,30780,54,2007,39,212
2489,1028068,31068,68,2007,457,241
2499,1028743,31743,42,2007,45,248
2500,1028763,31763,6,2007,317,204
2506,1028926,31926,2,2007,37,204
2513,1029395,32395,80,2007,543,275
2517,1029659,32659,65,2007,203,289
2565,1005467,8467,79,2007,491,300
2567,1005878,8878,76,2007,11,303
2574,1006785,9785,52,2007,284,249
2582,1008732,11732,64,2007,231,265
2587,1009820,12820,57,2007,500,176
2589,1009935,12935,65,2007,275,211
2618,1014920,17920,41,2007,165,236
2625,1016064,19064,68,2007,543,282
2626,1016538,19538,48,2007,586,190
2629,1017174,20174,60,2007,498,316
2633,1017503,20503,28,2007,36,208
2638,1018257,21257,47,2007,68,250
2642,1018966,21966,61,2007,436,224
2646,1020188,23188,63,2007,549,265
2654,1021538,24538,86,2007,425,194
2672,1024895,27895,80,2007,169,255
2674,1025094,28094,53,2007,417,368
2675,1025300,28300,44,2007,289,240
2686,1026434,29434,85,2007,73,245
2692,1027569,30569,48,2007,523,329
2706,1029714,32714,17,2007,213,204
2754,1002190,5190,78,2007,511,305
2769,1002833,5833,49,2007,516,203
2776,1003231,6231,80,2007,467,326
2780,1003406,6406,57,2007,316,216
2781,1003477,6477,32,2007,196,244
2782,1003499,6499,29,2007,189,205
2790,1003938,6938,76,2007,214,294
2801,1004363,7363,78,2007,48,238
2812,1004959,7959,5,2007,374,249
2819,1005209,8209,9,2007,46,447
2841,1006246,9246,62,2007,337,273
2872,1007806,10806,82,2007,530,292
2875,1007964,10964,59,2007,439,396
2883,1008404,11404,27,2007,267,254
2896,1009427,12427,68,2007,5,339
2917,1010483,13483,67,2007,107,236
2929,1011105,14105,17,2007,85,213
2933,1011265,14265,61,2007,199,321
2950,1012164,15164,63,2007,90,206
2956,1012499,15499,83,2007,349,415
2968,1013419,16419,8,2007,32,181
2976,1013789,16789,79,2007,138,306
2978,1013902,16902,50,2007,598,260
2993,1014795,17795,57,2007,460,216
2994,1014853,17853,32,2007,34,399
3000,1015224,18224,78,2007,419,304
3007,1015611,18611,74,2007,320,196
3008,1015616,18616,28,2007,122,284
3015,1015883,18883,63,2007,279,278
3023,1015978,18978,59,2007,108,229
3041,1016786,19786,82,2007,518,342
3043,1016952,19952,78,2007,25,327
3048,1017138,20138,54,2007,583,258
3070,1018446,21446,56,2007,445,155
3073,1018544,21544,58,2007,239,344
3076,1018591,21591,26,2007,117,229
3094,1019321,22321,4,2007,384,358
3101,1019955,22955,86,2007,34,366
3109,1020364,23364,64,2007,322,324
3115,1020835,23835,68,2007,474,347
3127,1021550,24550,81,2007,37,249
3140,1021792,24792,51,2007,103,282
3142,1021941,24941,62,2007,78,377
3160,1022580,25580,52,2007,361,284
3163,1022745,25745,78,2007,524,271
3164,1022802,25802,30,2007,206,326
3171,1022976,25976,79,2007,45,196
3172,1023012,26012,54,2007,506,322
3173,1023027,26027,55,2007,577,249
3184,1023596,26596,37,2007,158,211
3220,1025333,28333,79,2007,356,433
3239,1026162,29162,5,2007,121,299
3241,1026248,29248,52,2007,522,242
3246,1026535,29535,72,2007,531,317
3253,1026831,29831,58,2007,543,319
3257,1027323,30323,59,2007,67,314
3264,1027555,30555,52,2007,229,315
3271,1027892,30892,23,2007,326,200
3281,1028213,31213,75,2007,197,241
3287,1028513,31513,39,2007,173,278
3292,1028629,31629,58,2007,53,289
3306,1029012,32012,31,2007,191,242
3312,1029248,32248,28,2007,13,278
3327,1029833,32833,56,2007,478,198
3335,1007362,10362,31,2007,141,296
3340,1018777,21777,14,2007,267,257
3342,1023291,26291,79,2007,250,291
3347,1028809,31809,80,2007,444,317
3351,1000552,3552,41,2007,119,201
3353,1000734,3734,75,2007,224,201
3355,1000987,3987,76,2007,544,247
3361,1002109,5109,34,2007,31,311
3372,1005094,8094,57,2007,13,317
3374,1005378,8378,46,2007,187,318
3384,1007373,10373,40,2007,20,330
3393,1009764,12764,85,2007,130,291
3401,1010940,13940,29,2007,185,197
3421,1014144,17144,79,2007,420,219
3423,1014465,17465,16,2007,229,279
3428,1016894,19894,62,2007,498,314
3452,1023273,26273,39,2007,272,307
3456,1023797,26797,82,2007,163,293
3464,1025469,28469,45,2007,396,219
3468,1026442,29442,61,2007,244,353
3476,1027841,30841,78,2007,66,156
3505,1000609,3609,75,2007,63,319
3516,1000967,3967,58,2007,552,263
3526,1001321,4321,50,2007,304,265
3527,1001335,4335,75,2007,312,231
3531,1001424,4424,34,2007,246,241
3537,1001579,4579,60,2007,387,261
3559,1002571,5571,77,2007,416,268
3560,1002696,5696,87,2007,44,325
3569,1002992,5992,28,2007,335,275
3590,1004099,7099,55,2007,397,229
3606,1004749,7749,30,2007,337,348
3615,1005253,8253,32,2007,298,334
3633,1006472,9472,79,2007,530,239
3638,1006726,9726,58,2007,359,283
3645,1006900,9900,35,2007,416,277
3670,1007820,10820,86,2007,171,297
3671,1007843,10843,40,2007,336,243
3677,1008076,11076,26,2007,199,315
3708,1009690,12690,50,2007,101,321
3719,1010202,13202,74,2007,599,250
3720,1010240,13240,82,2007,215,207
3722,1010271,13271,5,2007,312,218
3745,1011541,14541,57,2007,236,294
3747,1011657,14657,75,2007,225,259
3757,1012172,15172,9,2007,54,235
3761,1012302,15302,49,2007,472,247
3763,1012446,15446,51,2007,436,269
3764,1012502,15502,69,2007,482,263
3769,1012985,15985,39,2007,151,250
3770,1013074,16074,61,2007,418,293
3780,1013324,16324,81,2007,213,265
3793,1013683,16683,79,2007,351,263
3804,1014233,17233,32,2007,156,225
3805,1014310,17310,29,2007,43,221
3820,1014850,17850,59,2007,371,272
3822,1014982,17982,50,2007,542,314
3824,1015011,18011,43,2007,354,314
3828,1015266,18266,73,2007,449,284
3829,1015317,18317,8,2007,188,280
3837,1015893,18893,74,2007,119,253
3848,1016352,19352,8,2007,371,224
3849,1016493,19493,83,2007,252,259
3850,1016555,19555,49,2007,483,273
3860,1016922,19922,3,2007,106,182
3871,1017368,20368,70,2007,593,207
3880,1017631,20631,46,2007,265,229
3883,1017840,20840,55,2007,580,220
3889,1018031,21031,78,2007,552,221
3894,1018241,21241,74,2007,102,257
3901,1018539,21539,48,2007,279,169
3930,1019683,22683,33,2007,116,195
3948,1020417,23417,71,2007,487,343
3953,1020746,23746,76,2007,191,199
3958,1020959,23959,62,2007,232,299
3963,1021202,24202,54,2007,96,343
3968,1021474,24474,34,2007,317,310
3972,1021799,24799,79,2007,340,289
3985,1022680,25680,54,2007,492,275
3992,1023003,26003,22,2007,199,247
4003,1023414,26414,63,2007,33,283
4006,1023476,26476,39,2007,314,297
4038,1025194,28194,68,2007,121,230
4040,1025245,28245,30,2007,173,221
4041,1025251,28251,45,2007,179,308
4045,1025553,28553,15,2007,13,168
4050,1025799,28799,87,2007,35,382
4069,1027185,30185,75,2007,395,281
4076,1027509,30509,49,2007,20,238
4084,1027901,30901,18,2007,397,246
4086,1028000,31000,65,2007,526,174
4088,1028040,31040,62,2007,492,275
4098,1028438,31438,40,2007,71,165
4102,1028605,31605,59,2007,347,246
4124,1029648,32648,50,2007,439,281
4135,1029955,32955,64,2007,205,259
4140,1009877,12877,48,2007,27,276
4144,1012365,15365,62,2007,275,214
4146,1012479,15479,75,2007,265,264
4153,1020080,23080,61,2007,591,296
4164,1001170,4170,64,2007,286,219
4173,1002064,5064,81,2007,567,324
4174,1002266,5266,54,2007,530,276
4179,1003648,6648,37,2007,166,254
4190,1005768,8768,54,2007,582,291
4192,1006404,9404,28,2007,414,336
4194,1006532,9532,63,2007,147,273
4195,1007147,10147,34,2007,53,224
4200,1007989,10989,53,2007,470,204
4233,1013462,16462,46,2007,330,313
4237,1013972,16972,70,2007,436,241
4240,1015826,18826,60,2007,597,227
4254,1019545,22545,60,2007,586,373
4255,1019557,22557,58,2007,115,268
4260,1020144,23144,29,2007,335,243
4262,1020266,23266,65,2007,511,245
4268,1022036,25036,54,2007,82,292
4271,1022375,25375,44,2007,87,337
4274,1022677,25677,64,2007,36,220
4278,1023379,26379,9,2007,137,288
4279,1024052,27052,18,2007,191,159
4288,1025105,28105,58,2007,77,141
4296,1027072,30072,87,2007,108,386
4297,1027096,30096,76,2007,563,245
4303,1028006,31006,65,2007,42,241
4305,1028148,31148,68,2007,437,326
4312,1028840,31840,46,2007,45,247
4317,1000050,3050,77,2007,164,301
4327,1000382,3382,7,2007,251,423
4331,1000525,3525,86,2007,246,301
4360,1001624,4624,35,2007,127,267
4366,1002082,5082,55,2007,374,218
4368,1002131,5131,72,2007,529,333
4375,1002255,5255,51,2007,332,209
4380,1002737,5737,56,2007,454,214
4386,1003160,6160,57,2007,552,263
4390,1003266,6266,64,2007,251,287
4391,1003288,6288,36,2007,19,303
4425,1004823,7823,73,2007,520,248
4431,1005087,8087,85,2007,211,307
4488,1008383,11383,46,2007,356,226
